symbol,date,price
ISE(TL),5-Jan-09,0.035753708
ISE(TL),6-Jan-09,0.025425873
ISE(TL),7-Jan-09,-0.02886173
ISE(TL),8-Jan-09,-0.062208079
ISE(TL),9-Jan-09,0.009859905
ISE(TL),12-Jan-09,-0.029191028
ISE(TL),13-Jan-09,0.015445348
ISE(TL),14-Jan-09,-0.041167612
ISE(TL),15-Jan-09,0.000661905
ISE(TL),16-Jan-09,0.022037345
ISE(TL),19-Jan-09,-0.022692465
ISE(TL),20-Jan-09,-0.013708704
ISE(TL),21-Jan-09,0.000864697
ISE(TL),22-Jan-09,-0.00381506
ISE(TL),23-Jan-09,0.00566126
ISE(TL),26-Jan-09,0.046831302
ISE(TL),27-Jan-09,-0.006634978
ISE(TL),28-Jan-09,0.034566982
ISE(TL),29-Jan-09,-0.020528213
ISE(TL),30-Jan-09,-0.008776701
ISE(TL),2-Feb-09,-0.025919141
ISE(TL),3-Feb-09,0.015279487
ISE(TL),4-Feb-09,0.018577796
ISE(TL),5-Feb-09,-0.014132879
ISE(TL),6-Feb-09,0.036607044
ISE(TL),9-Feb-09,0.011353209
ISE(TL),10-Feb-09,-0.040542021
ISE(TL),11-Feb-09,-0.022105644
ISE(TL),12-Feb-09,-0.014888368
ISE(TL),13-Feb-09,0.007026745
ISE(TL),16-Feb-09,-0.011494996
ISE(TL),17-Feb-09,-0.041136038
ISE(TL),18-Feb-09,-0.002631499
ISE(TL),19-Feb-09,0.024654643
ISE(TL),20-Feb-09,-0.03584061
ISE(TL),23-Feb-09,0.017303168
ISE(TL),24-Feb-09,0.001725406
ISE(TL),25-Feb-09,0.004975853
ISE(TL),26-Feb-09,0.000671759
ISE(TL),27-Feb-09,-0.005891895
ISE(TL),2-Mar-09,-0.013689039
ISE(TL),3-Mar-09,0.002192959
ISE(TL),4-Mar-09,0.007913215
ISE(TL),5-Mar-09,-0.03852223
ISE(TL),6-Mar-09,0.007958798
ISE(TL),9-Mar-09,-0.007133473
ISE(TL),10-Mar-09,0.011234009
ISE(TL),11-Mar-09,-0.001410361
ISE(TL),12-Mar-09,0.010974424
ISE(TL),13-Mar-09,0.003213253
ISE(TL),16-Mar-09,0.000214245
ISE(TL),17-Mar-09,-0.00711875
ISE(TL),18-Mar-09,0.001891803
ISE(TL),19-Mar-09,0.019874248
ISE(TL),20-Mar-09,0.002918699
ISE(TL),23-Mar-09,0.035968063
ISE(TL),24-Mar-09,0.003298424
ISE(TL),25-Mar-09,0.021165071
ISE(TL),26-Mar-09,-0.004968387
ISE(TL),27-Mar-09,0.011247875
ISE(TL),30-Mar-09,-0.021780194
ISE(TL),31-Mar-09,0.024406595
ISE(TL),1-Apr-09,0.006913411
ISE(TL),2-Apr-09,0.031401768
ISE(TL),3-Apr-09,-0.005247358
ISE(TL),6-Apr-09,0.000735712
ISE(TL),7-Apr-09,-0.010297613
ISE(TL),8-Apr-09,0.047238893
ISE(TL),9-Apr-09,0.03177774
ISE(TL),10-Apr-09,0.010170736
ISE(TL),13-Apr-09,-0.013661316
ISE(TL),14-Apr-09,-0.010111415
ISE(TL),15-Apr-09,0.0057888
ISE(TL),16-Apr-09,0.041454961
ISE(TL),17-Apr-09,-0.002617982
ISE(TL),20-Apr-09,-0.030954776
ISE(TL),21-Apr-09,0.004548211
ISE(TL),22-Apr-09,0.009655946
ISE(TL),24-Apr-09,0.024517037
ISE(TL),27-Apr-09,-0.004162916
ISE(TL),28-Apr-09,-0.012367953
ISE(TL),29-Apr-09,0.05198032
ISE(TL),30-Apr-09,0.029022746
ISE(TL),4-May-09,0.016261076
ISE(TL),5-May-09,0.025882269
ISE(TL),6-May-09,0.021061108
ISE(TL),7-May-09,-0.026273031
ISE(TL),8-May-09,-0.001123867
ISE(TL),11-May-09,-0.018541411
ISE(TL),12-May-09,0.025756738
ISE(TL),13-May-09,-0.006508992
ISE(TL),14-May-09,0.008070571
ISE(TL),15-May-09,0.011703446
ISE(TL),18-May-09,0.00540756
ISE(TL),20-May-09,0.042840743
ISE(TL),21-May-09,-0.011999815
ISE(TL),22-May-09,0.008430531
ISE(TL),25-May-09,0.011166484
ISE(TL),26-May-09,-0.015572642
ISE(TL),27-May-09,0.008801231
ISE(TL),28-May-09,-0.004209168
ISE(TL),29-May-09,-0.000514681
ISE(TL),1-Jun-09,0.028131284
ISE(TL),2-Jun-09,-0.007792426
ISE(TL),3-Jun-09,-0.022362446
ISE(TL),4-Jun-09,-0.019171953
ISE(TL),5-Jun-09,0.013947094
ISE(TL),8-Jun-09,-0.032005875
ISE(TL),9-Jun-09,0.004478365
ISE(TL),10-Jun-09,0.017089104
ISE(TL),11-Jun-09,0.00967985
ISE(TL),12-Jun-09,0.002670961
ISE(TL),15-Jun-09,-0.003623787
ISE(TL),16-Jun-09,-0.004441286
ISE(TL),17-Jun-09,0.001688065
ISE(TL),18-Jun-09,0.031866012
ISE(TL),19-Jun-09,0.002917994
ISE(TL),22-Jun-09,-0.011589253
ISE(TL),23-Jun-09,-0.014168795
ISE(TL),24-Jun-09,0.024046363
ISE(TL),25-Jun-09,0.015786402
ISE(TL),26-Jun-09,0.011719598
ISE(TL),29-Jun-09,0.002315584
ISE(TL),30-Jun-09,0.002929655
ISE(TL),1-Jul-09,0.007996801
ISE(TL),2-Jul-09,-0.005590715
ISE(TL),3-Jul-09,-0.006518816
ISE(TL),6-Jul-09,-0.00105307
ISE(TL),7-Jul-09,0.012265455
ISE(TL),8-Jul-09,-0.001519732
ISE(TL),9-Jul-09,-0.004539036
ISE(TL),10-Jul-09,-0.005617343
ISE(TL),13-Jul-09,0.006074147
ISE(TL),14-Jul-09,-0.008232237
ISE(TL),15-Jul-09,0.032511512
ISE(TL),16-Jul-09,0.006370441
ISE(TL),17-Jul-09,-0.011323604
ISE(TL),20-Jul-09,0.013780465
ISE(TL),21-Jul-09,-0.006357127
ISE(TL),22-Jul-09,0.004758472
ISE(TL),23-Jul-09,0.018495281
ISE(TL),24-Jul-09,0.012603659
ISE(TL),27-Jul-09,0.011235934
ISE(TL),28-Jul-09,0.004036218
ISE(TL),29-Jul-09,0.009330697
ISE(TL),30-Jul-09,0.043744798
ISE(TL),31-Jul-09,0.010826132
ISE(TL),3-Aug-09,0.045219554
ISE(TL),4-Aug-09,0.001853539
ISE(TL),5-Aug-09,-0.017993859
ISE(TL),6-Aug-09,-0.001445482
ISE(TL),7-Aug-09,0.021028135
ISE(TL),10-Aug-09,-0.001832467
ISE(TL),11-Aug-09,-0.02278477
ISE(TL),12-Aug-09,0.004813828
ISE(TL),13-Aug-09,0.013453937
ISE(TL),14-Aug-09,-0.004084155
ISE(TL),17-Aug-09,-0.000271351
ISE(TL),18-Aug-09,-0.001299983
ISE(TL),19-Aug-09,0.031414816
ISE(TL),20-Aug-09,0.019757306
ISE(TL),21-Aug-09,0.013108203
ISE(TL),24-Aug-09,0.012676973
ISE(TL),25-Aug-09,0.006291416
ISE(TL),26-Aug-09,-0.023435627
ISE(TL),27-Aug-09,0.008987423
ISE(TL),28-Aug-09,0.003705789
ISE(TL),31-Aug-09,-0.021432986
ISE(TL),1-Sep-09,0.008224308
ISE(TL),2-Sep-09,-0.02534402
ISE(TL),3-Sep-09,0.008378078
ISE(TL),4-Sep-09,-0.021587901
ISE(TL),7-Sep-09,0.002509442
ISE(TL),8-Sep-09,-0.009497407
ISE(TL),9-Sep-09,-0.005834448
ISE(TL),10-Sep-09,0.007574225
ISE(TL),11-Sep-09,0.036271557
ISE(TL),14-Sep-09,-0.001994969
ISE(TL),15-Sep-09,-0.012536673
ISE(TL),16-Sep-09,0.016615187
ISE(TL),17-Sep-09,0.006084621
ISE(TL),18-Sep-09,0.004157378
ISE(TL),23-Sep-09,0.008195123
ISE(TL),24-Sep-09,0.009023651
ISE(TL),25-Sep-09,-0.007433515
ISE(TL),28-Sep-09,0.004001644
ISE(TL),29-Sep-09,0.011414049
ISE(TL),30-Sep-09,-0.009442384
ISE(TL),1-Oct-09,-0.002213036
ISE(TL),2-Oct-09,-0.020018346
ISE(TL),5-Oct-09,0.023026511
ISE(TL),6-Oct-09,0.031160934
ISE(TL),7-Oct-09,-0.008730222
ISE(TL),8-Oct-09,0.01706096
ISE(TL),9-Oct-09,0.006746257
ISE(TL),12-Oct-09,0.015520491
ISE(TL),13-Oct-09,-0.01843108
ISE(TL),14-Oct-09,0.018883892
ISE(TL),15-Oct-09,-0.000160911
ISE(TL),16-Oct-09,-0.024346941
ISE(TL),19-Oct-09,0.009915384
ISE(TL),20-Oct-09,0.01507818
ISE(TL),21-Oct-09,0.004774399
ISE(TL),22-Oct-09,-0.005441211
ISE(TL),23-Oct-09,0.007105868
ISE(TL),26-Oct-09,-0.002934588
ISE(TL),27-Oct-09,-0.01632457
ISE(TL),28-Oct-09,-0.030082971
ISE(TL),30-Oct-09,-0.035849614
ISE(TL),2-Nov-09,0.005735384
ISE(TL),3-Nov-09,-0.02390659
ISE(TL),4-Nov-09,0.020219135
ISE(TL),5-Nov-09,0.000351028
ISE(TL),6-Nov-09,-0.006962099
ISE(TL),9-Nov-09,0.016985685
ISE(TL),10-Nov-09,0.00751899
ISE(TL),11-Nov-09,0.015029496
ISE(TL),12-Nov-09,-0.002417171
ISE(TL),13-Nov-09,-0.006258617
ISE(TL),16-Nov-09,0.00685869
ISE(TL),17-Nov-09,-0.031914469
ISE(TL),18-Nov-09,-0.017581763
ISE(TL),19-Nov-09,-0.006598214
ISE(TL),20-Nov-09,-0.019347799
ISE(TL),23-Nov-09,0.012533508
ISE(TL),24-Nov-09,-0.00630611
ISE(TL),25-Nov-09,0.00055265
ISE(TL),1-Dec-09,0.011903098
ISE(TL),2-Dec-09,0.038612983
ISE(TL),3-Dec-09,0.036468359
ISE(TL),4-Dec-09,0.008514453
ISE(TL),7-Dec-09,-0.003723744
ISE(TL),8-Dec-09,-0.006519958
ISE(TL),9-Dec-09,-0.008229144
ISE(TL),10-Dec-09,0.008292258
ISE(TL),11-Dec-09,-0.004204453
ISE(TL),14-Dec-09,0.016307467
ISE(TL),15-Dec-09,0.004990278
ISE(TL),16-Dec-09,0.007262631
ISE(TL),17-Dec-09,-0.016948929
ISE(TL),18-Dec-09,0.003501244
ISE(TL),21-Dec-09,0.022530184
ISE(TL),22-Dec-09,0.004894702
ISE(TL),23-Dec-09,-0.007211305
ISE(TL),24-Dec-09,0.00581665
ISE(TL),25-Dec-09,0.003891123
ISE(TL),28-Dec-09,-0.000811768
ISE(TL),29-Dec-09,0.00322285
ISE(TL),30-Dec-09,-0.002274045
ISE(TL),31-Dec-09,0.022138372
ISE(TL),4-Jan-10,0.010229371
ISE(TL),5-Jan-10,0.013898022
ISE(TL),6-Jan-10,0.007956979
ISE(TL),7-Jan-10,0.007771749
ISE(TL),8-Jan-10,-0.003189192
ISE(TL),11-Jan-10,-0.016130747
ISE(TL),12-Jan-10,-0.00454863
ISE(TL),13-Jan-10,0.017559249
ISE(TL),14-Jan-10,0.00207392
ISE(TL),15-Jan-10,-0.013516994
ISE(TL),18-Jan-10,0.010044257
ISE(TL),19-Jan-10,0.011097874
ISE(TL),20-Jan-10,0.00559711
ISE(TL),21-Jan-10,-0.003033665
ISE(TL),22-Jan-10,-0.023856682
ISE(TL),25-Jan-10,0.005236694
ISE(TL),26-Jan-10,0.000671833
ISE(TL),27-Jan-10,-0.004547723
ISE(TL),28-Jan-10,0.012852447
ISE(TL),29-Jan-10,-0.002190987
ISE(TL),1-Feb-10,0.015891732
ISE(TL),2-Feb-10,-0.006837607
ISE(TL),3-Feb-10,-0.001432456
ISE(TL),4-Feb-10,-0.029575211
ISE(TL),5-Feb-10,-0.038300784
ISE(TL),8-Feb-10,-0.030015785
ISE(TL),9-Feb-10,0.017725401
ISE(TL),10-Feb-10,-0.00510604
ISE(TL),11-Feb-10,0.015960155
ISE(TL),12-Feb-10,-0.00619301
ISE(TL),15-Feb-10,0.005285259
ISE(TL),16-Feb-10,0.008033964
ISE(TL),17-Feb-10,0.029039821
ISE(TL),18-Feb-10,-0.015578937
ISE(TL),19-Feb-10,0.016435847
ISE(TL),22-Feb-10,-0.013711428
